No,A,B,S,C,HP,Win,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
785,8,8,15,15,64,753,13,18,17,6,5,1,1,0,1,0,0,0,0,0,1,4,4,5,3,5,13,16,33,29,41,32,44,40,15,0,0,0,0,0,0,0,0,6,83,81,84,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,8,8,15,15,65,796,14,15,19,17,12,2,0,0,0,0,1,0,1,0,0,3,4,3,2,2,3,13,27,30,48,49,45,50,32,10,0,0,0,0,0,0,0,0,8,69,66,85,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,8,8,15,15,66,764,7,8,10,17,14,9,5,3,0,0,0,0,0,0,0,2,0,2,4,3,0,5,8,22,38,47,38,45,39,35,5,0,0,0,0,0,0,0,0,9,75,90,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,8,8,15,15,67,819,9,9,12,12,19,13,8,5,3,1,0,1,0,0,0,0,1,3,3,3,3,5,0,9,19,36,31,39,42,36,38,11,0,0,0,0,0,0,0,0,8,65,84,93,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,8,8,15,15,68,785,4,7,9,15,11,14,14,11,9,7,1,0,0,0,0,0,0,1,3,3,4,3,2,4,10,11,45,34,33,40,46,38,15,0,0,0,0,0,0,0,0,7,67,78,74,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,8,8,15,15,69,814,10,4,15,8,17,18,16,14,6,8,5,1,0,0,0,0,1,0,0,1,9,4,2,3,4,9,15,48,46,35,34,38,48,17,0,0,0,0,0,0,0,0,11,63,76,65,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,8,8,15,15,70,817,7,6,7,8,8,14,16,16,14,14,5,5,1,0,1,1,0,1,0,1,1,4,2,2,2,4,10,11,39,29,51,35,34,34,18,0,0,0,0,0,0,0,0,5,71,69,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,8,8,15,15,72,850,6,3,4,5,7,10,12,23,19,15,16,8,6,1,2,0,0,0,0,0,0,1,2,5,5,1,4,3,10,17,31,57,40,46,39,39,14,0,0,0,0,0,0,0,0,10,71,75,85,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
794,8,8,15,15,73,826,1,9,6,2,10,2,12,10,17,17,24,10,8,4,3,1,0,0,0,0,0,2,1,5,6,3,4,2,2,8,16,47,40,41,46,46,30,16,0,0,0,0,0,0,0,0,10,67,72,83,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
792,8,8,15,15,71,826,7,3,6,7,10,9,10,20,20,19,6,3,1,0,0,0,0,0,0,0,3,4,4,4,1,2,3,13,16,48,42,36,51,50,38,8,0,0,0,0,0,0,0,0,5,83,65,84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,8,8,15,15,74,854,3,7,6,8,2,8,6,5,15,16,18,18,18,8,3,1,0,0,0,0,0,0,0,1,2,0,5,4,5,5,12,26,49,40,36,44,41,34,13,0,0,0,0,0,0,0,0,7,59,84,84,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
796,8,8,15,15,75,820,5,3,2,7,4,2,6,7,5,12,7,13,11,20,9,3,1,1,0,0,0,0,0,1,0,0,6,6,4,1,2,8,29,38,40,40,47,49,39,12,0,0,0,0,0,0,0,0,9,71,77,74,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
797,8,8,15,15,76,857,10,4,2,6,2,7,2,5,6,4,9,28,14,13,21,10,4,1,0,0,0,0,0,0,0,1,3,6,5,1,1,2,13,16,35,40,44,47,50,34,19,0,0,0,0,0,0,0,0,10,65,78,77,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
798,8,8,15,15,77,840,8,5,6,4,2,7,6,4,4,5,5,12,13,8,15,13,11,6,5,1,0,0,0,0,1,0,0,3,6,9,3,2,2,8,28,42,49,48,52,41,35,15,0,0,0,0,0,0,0,0,6,58,72,81,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
799,8,8,15,15,78,862,4,5,5,6,4,3,5,8,2,5,4,8,9,14,14,15,10,6,9,4,3,0,0,0,0,0,0,2,3,3,4,3,2,4,11,14,45,43,48,40,41,40,13,0,0,0,0,0,0,0,0,6,66,84,91,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
800,8,8,15,15,79,871,6,8,7,8,4,6,4,4,8,4,9,3,2,7,8,10,19,14,13,2,3,1,0,0,0,0,0,0,0,3,3,4,2,2,4,11,19,47,44,34,50,44,41,12,0,0,0,0,0,0,0,0,7,71,84,79,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
801,9,8,10,0,50,95,2,0,6,7,8,11,5,1,5,0,0,0,0,0,0,0,0,0,0,2,9,11,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,9,8,10,0,51,91,1,3,3,6,6,6,6,6,8,9,1,0,0,0,0,0,0,0,0,0,0,7,11,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,9,8,10,0,52,121,15,3,1,4,11,7,4,9,3,6,8,0,0,0,0,0,0,0,0,0,0,0,10,16,9,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,9,8,10,0,53,114,12,4,1,2,3,4,9,10,8,4,5,6,1,0,0,0,0,0,0,0,0,0,0,9,11,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,9,8,10,0,54,116,27,12,6,2,1,3,3,6,5,5,5,3,10,4,0,0,0,0,0,0,0,0,0,1,4,6,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,9,8,10,0,55,146,30,22,15,4,5,1,1,7,3,2,3,6,7,5,2,0,0,0,0,0,0,0,0,0,1,2,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,9,8,10,0,56,174,32,20,17,15,5,1,0,2,3,6,6,8,7,9,8,0,0,0,0,0,0,0,0,0,0,0,10,9,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,9,8,10,0,57,183,20,21,31,22,16,4,2,1,1,5,5,3,2,2,3,4,2,0,0,0,0,0,0,0,0,0,1,8,10,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,9,8,10,0,58,208,12,24,29,24,20,7,6,3,4,1,6,4,5,6,5,6,7,3,0,0,0,0,0,0,0,0,0,1,4,11,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,9,8,10,0,59,228,6,13,18,28,23,19,15,4,5,1,1,5,6,4,6,6,4,6,0,0,0,0,0,0,0,0,0,0,0,11,15,7,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,9,8,10,0,60,218,3,6,11,20,23,24,24,14,12,1,0,1,7,3,4,9,2,7,2,1,0,0,0,0,0,0,0,0,0,0,10,11,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,9,8,10,0,61,198,0,2,5,11,16,25,13,17,14,5,1,0,3,3,8,6,6,3,11,8,1,0,0,0,0,0,0,0,0,0,1,7,9,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,9,8,10,0,62,236,0,0,3,10,13,18,19,33,23,14,11,3,0,1,7,2,7,5,7,5,8,2,0,0,0,0,0,0,0,0,0,1,9,9,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,9,8,10,0,63,231,0,0,0,0,3,18,28,27,23,15,15,7,3,2,3,3,7,3,3,6,7,6,0,0,0,0,0,0,0,0,0,0,1,6,13,11,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,9,8,10,0,64,228,0,0,0,0,3,4,20,14,30,31,20,9,7,3,1,4,4,4,3,5,7,7,7,1,0,0,0,0,0,0,0,0,0,1,9,12,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,9,8,10,0,65,231,0,0,0,0,0,1,12,8,21,29,28,20,17,7,4,0,3,6,4,2,5,4,3,6,1,0,0,0,0,0,0,0,0,0,4,13,10,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,9,8,10,0,68,257,11,4,1,0,0,0,0,0,2,5,19,29,32,18,21,17,7,3,3,4,9,4,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,13,16,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,9,8,10,0,66,215,0,0,0,0,0,0,2,7,13,16,24,28,21,19,5,2,0,3,3,5,2,7,5,7,9,0,0,0,0,0,0,0,0,0,0,2,5,11,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,9,8,10,0,67,229,10,1,0,0,0,0,0,3,7,21,21,22,24,18,14,6,1,4,1,4,3,3,6,3,5,5,1,0,0,0,0,0,0,0,0,0,2,7,15,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,9,8,10,0,70,319,33,27,15,6,0,0,0,0,0,0,0,11,15,22,35,36,16,9,4,0,4,2,5,7,8,5,5,5,2,2,0,0,0,0,0,0,0,0,0,2,13,7,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,9,8,10,0,69,286,22,11,8,2,0,0,0,0,0,4,12,14,18,24,31,19,16,9,3,0,4,5,5,5,12,6,7,7,1,0,0,0,0,0,0,0,0,0,2,10,11,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,9,8,10,0,71,338,32,22,18,14,1,1,0,0,0,0,1,0,10,20,22,44,32,12,13,6,4,1,1,6,6,6,6,6,3,7,1,0,0,0,0,0,0,0,0,0,0,7,11,6,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,9,8,10,0,72,341,29,38,39,13,7,9,0,0,0,0,0,0,0,5,15,23,13,21,20,15,5,6,2,2,9,10,3,8,4,3,6,1,0,0,0,0,0,0,0,0,0,2,12,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
824,9,8,10,0,73,398,30,44,34,33,21,10,4,3,0,0,0,0,0,1,10,14,23,16,19,29,20,3,0,1,4,5,7,6,3,4,2,7,0,0,0,0,0,0,0,0,0,0,0,8,15,8,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
825,9,8,10,0,74,434,48,32,25,31,28,22,10,9,1,0,0,0,0,0,2,2,18,27,22,22,27,25,2,3,2,4,0,6,4,4,2,5,3,0,0,0,0,0,0,0,0,0,0,3,4,15,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
826,9,8,10,0,75,432,28,29,26,34,34,21,23,16,5,1,0,0,0,0,0,2,8,11,16,23,24,19,15,7,4,2,1,8,7,7,2,4,7,4,0,0,0,0,0,0,0,0,0,0,2,7,18,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,9,8,10,0,77,464,12,27,20,24,42,33,27,24,23,15,8,0,0,0,0,0,0,3,5,19,16,22,16,18,15,4,5,3,3,7,6,9,3,8,7,7,0,0,0,0,0,0,0,0,0,0,1,6,10,2,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
829,9,8,10,0,78,495,18,14,27,25,37,45,40,36,22,13,11,9,0,0,0,0,0,0,1,3,11,13,23,23,18,12,7,2,0,4,6,5,7,5,8,7,2,1,0,0,0,0,0,0,0,0,0,1,5,16,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,9,8,10,0,76,505,28,30,39,32,39,23,29,18,16,7,1,0,0,0,0,0,1,10,14,16,24,25,29,18,11,4,3,2,7,6,6,8,5,3,5,0,0,0,0,0,0,0,0,0,0,1,11,9,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,9,8,10,0,79,540,11,11,22,31,34,27,34,27,31,37,21,12,5,1,0,0,0,0,0,0,12,15,30,33,23,16,10,5,3,1,1,3,7,8,10,2,3,5,2,0,0,0,0,0,0,0,0,0,2,12,11,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,9,8,10,0,80,523,10,7,7,11,26,22,44,43,33,31,41,14,13,3,0,0,0,0,0,0,0,6,16,25,11,27,17,16,5,4,2,5,7,4,10,5,7,9,6,2,0,0,0,0,0,0,0,0,0,0,6,7,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
832,9,8,10,0,81,536,8,6,14,9,22,32,33,34,29,40,35,23,13,15,5,0,0,0,0,0,0,1,7,10,23,26,19,23,10,6,5,0,0,5,9,9,9,1,3,4,1,0,0,0,0,0,0,0,0,0,1,11,13,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,9,8,10,1,50,99,2,0,4,12,7,9,12,11,2,1,0,0,0,0,0,0,0,0,0,1,12,10,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,9,8,10,1,51,94,0,0,3,6,9,4,5,12,5,3,1,0,0,0,0,0,0,0,0,0,0,8,10,7,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,9,8,10,1,53,103,11,9,2,1,1,4,7,6,6,6,4,9,3,0,0,0,0,0,0,0,0,0,0,9,10,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,9,8,10,1,52,86,5,2,1,2,1,4,4,7,8,8,5,1,0,0,0,0,0,0,0,0,0,3,7,9,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,9,8,10,1,54,113,12,15,7,0,0,1,8,6,3,8,3,7,4,0,0,0,0,0,0,0,0,0,0,1,14,7,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,9,8,10,0,82,541,4,6,12,12,21,17,20,35,31,43,25,37,19,15,18,5,2,0,0,0,0,1,2,8,14,18,19,33,21,9,6,3,2,6,7,2,7,9,1,5,6,2,0,0,0,0,0,0,0,0,0,1,4,15,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,9,8,10,1,55,162,25,22,7,9,2,2,1,12,4,0,14,9,6,8,2,0,0,0,0,0,0,0,0,0,0,5,9,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,9,8,10,1,56,163,20,32,21,11,3,2,1,2,12,4,5,8,9,2,7,2,0,0,0,0,0,0,0,0,0,0,6,7,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,9,8,10,1,57,194,25,22,19,17,16,2,1,0,2,6,5,7,14,9,4,6,1,0,0,0,0,0,0,0,0,0,0,5,11,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,9,8,10,1,58,210,11,26,30,20,15,12,6,2,4,1,3,7,7,8,5,2,6,2,0,0,0,0,0,0,0,0,0,1,10,10,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,9,8,10,1,59,220,6,16,17,24,17,21,18,8,2,2,0,2,4,6,6,2,5,13,0,0,0,0,0,0,0,0,0,0,1,9,14,9,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,9,8,10,1,60,218,1,7,15,25,19,16,33,12,3,1,1,2,1,8,3,12,5,6,8,0,0,0,0,0,0,0,0,0,0,1,9,6,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,9,8,10,1,61,232,0,0,6,22,18,31,30,18,12,3,1,1,4,3,4,11,7,8,17,5,1,0,0,0,0,0,0,0,0,0,0,6,4,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,9,8,10,1,62,239,0,0,2,5,15,21,30,31,29,14,4,2,0,2,4,3,8,2,10,5,9,2,0,0,0,0,0,0,0,0,0,1,6,7,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,9,8,10,1,63,252,0,0,0,5,10,19,25,17,25,13,13,6,0,0,2,7,7,11,8,8,6,9,1,0,0,0,0,0,0,0,0,0,2,15,7,14,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,9,8,10,1,64,195,0,0,0,0,1,3,9,22,26,19,13,15,4,1,1,4,3,3,4,8,9,9,3,2,0,0,0,0,0,0,0,0,0,2,6,7,7,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,9,8,10,1,65,249,0,0,0,0,0,5,8,14,27,30,35,18,15,3,3,1,2,3,3,6,7,5,8,6,1,0,0,0,0,0,0,0,0,0,1,8,13,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,9,8,10,1,66,206,1,0,0,0,0,1,0,8,9,22,27,24,21,6,6,1,1,3,8,4,7,9,3,5,6,2,0,0,0,0,0,0,0,0,0,0,10,9,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,9,8,10,1,67,252,3,1,0,0,0,0,0,3,10,15,22,31,32,18,18,11,2,1,1,4,6,6,5,11,7,2,2,0,0,0,0,0,0,0,0,0,0,13,9,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,9,8,10,1,68,227,10,8,1,0,0,0,0,0,3,5,12,15,26,22,22,4,10,2,2,3,4,7,7,6,4,10,5,0,0,0,0,0,0,0,0,0,0,1,4,10,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,9,8,10,1,69,270,31,11,4,1,0,0,0,0,0,2,4,10,22,39,29,16,13,9,3,0,0,2,6,6,6,7,6,2,1,0,0,0,0,0,0,0,0,0,3,10,10,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,9,8,10,1,70,326,33,24,16,11,1,0,0,0,0,0,1,7,18,21,21,19,19,15,9,2,3,4,7,8,7,9,8,4,10,1,0,0,0,0,0,0,0,0,0,1,16,12,4,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,9,8,10,1,71,359,54,36,30,12,6,0,0,0,0,0,0,2,5,11,25,27,26,13,14,4,1,0,4,1,7,8,11,8,8,6,2,0,0,0,0,0,0,0,0,0,1,10,8,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,9,8,10,1,72,376,36,41,43,27,15,4,1,0,0,0,0,0,1,4,12,22,27,18,16,13,6,2,1,5,2,4,4,12,3,6,8,0,0,0,0,0,0,0,0,0,0,3,15,7,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,9,8,10,1,73,417,41,34,37,31,21,10,6,1,0,0,0,0,0,3,8,12,34,29,31,22,18,4,1,1,2,5,7,5,9,5,3,2,1,0,0,0,0,0,0,0,0,0,3,11,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,9,8,10,1,74,439,37,35,44,39,23,20,14,6,1,0,0,0,0,0,0,4,14,21,28,26,21,11,5,1,1,0,6,7,4,5,11,4,10,0,0,0,0,0,0,0,0,0,0,0,12,11,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,9,8,10,1,75,505,25,49,35,45,32,38,19,12,6,3,0,0,0,0,0,1,12,13,17,26,28,23,17,4,2,1,2,4,10,5,10,3,5,4,2,0,0,0,0,0,0,0,0,0,1,5,17,12,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
