No,A,B,S,C,HP,Win,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
860,9,8,10,1,76,500,25,27,34,42,45,28,45,23,21,2,0,0,0,0,0,0,1,9,6,28,24,23,19,10,4,0,0,4,4,5,4,8,7,4,2,0,0,0,0,0,0,0,0,0,0,3,8,13,5,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
861,9,8,10,1,77,511,17,26,20,34,43,49,30,28,22,13,5,2,0,0,0,0,0,0,3,16,14,21,23,24,8,2,2,1,4,5,10,7,5,6,13,6,1,0,0,0,0,0,0,0,0,0,0,8,11,9,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,9,8,10,1,78,531,7,6,20,33,25,52,41,43,46,12,17,6,0,1,0,0,0,0,2,6,16,18,25,19,24,7,6,0,1,3,6,5,7,9,8,6,10,2,0,0,0,0,0,0,0,0,0,1,9,6,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,9,8,10,1,79,536,5,6,14,27,30,37,49,35,34,44,23,18,4,0,0,0,0,0,1,1,9,12,25,23,20,13,11,7,5,1,2,9,7,8,6,4,6,6,1,0,0,0,0,0,0,0,0,0,3,7,4,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,9,8,10,3,50,78,1,4,2,2,2,1,8,3,5,6,5,6,1,0,0,0,0,0,0,1,7,7,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,9,8,10,1,80,544,0,4,7,15,20,27,39,43,41,42,33,29,11,9,1,0,0,0,0,0,2,6,17,18,25,29,16,9,5,3,2,3,5,0,6,6,10,7,8,0,0,0,0,0,0,0,0,0,0,0,6,8,10,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,9,8,10,3,51,93,1,2,1,3,1,2,3,7,6,6,1,1,9,8,0,0,0,0,0,0,1,11,5,9,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,9,8,10,3,52,100,6,2,1,0,1,0,1,6,6,3,6,4,4,9,3,0,0,0,0,0,0,0,10,10,9,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,9,8,10,3,53,119,12,8,3,3,1,1,1,1,3,7,6,3,5,7,8,5,0,0,0,0,0,0,0,9,8,9,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,9,8,10,1,81,569,1,4,6,10,20,17,35,33,45,43,37,28,28,8,6,0,0,0,0,0,0,5,7,16,21,18,14,19,12,6,1,0,2,8,6,15,6,12,3,7,2,0,0,0,0,0,0,0,0,0,2,10,21,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,9,8,10,1,82,537,2,0,0,3,11,19,25,28,32,31,50,45,38,26,14,5,1,0,0,0,0,0,2,2,21,9,27,21,26,14,6,3,2,0,4,4,5,10,11,4,5,0,0,0,0,0,0,0,0,0,0,0,5,4,7,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
871,9,8,10,3,54,133,23,11,8,0,2,0,1,1,2,1,7,10,7,3,9,2,5,0,0,0,0,0,0,0,8,12,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,9,8,10,3,55,162,26,25,19,8,0,2,2,2,3,2,3,6,4,5,6,4,6,3,0,0,0,0,0,0,0,9,8,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,9,8,10,3,56,198,30,30,11,21,14,0,3,4,1,1,0,2,5,6,6,5,4,4,5,0,0,0,0,0,0,1,8,10,8,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,9,8,10,3,57,199,17,30,23,21,12,4,0,1,2,3,2,1,2,8,6,4,7,2,7,4,0,0,0,0,0,0,0,5,11,11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,9,8,10,3,58,233,10,25,20,33,20,13,13,2,2,3,3,0,2,4,7,9,7,2,3,5,2,0,0,0,0,0,0,2,12,7,10,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,9,8,10,3,59,246,10,15,24,27,30,19,10,7,0,3,3,4,1,1,3,7,4,4,8,6,6,2,0,0,0,0,0,0,3,5,11,13,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,9,8,10,3,60,223,2,3,17,20,32,32,19,6,4,5,2,1,0,3,2,2,9,7,4,6,6,4,4,0,0,0,0,0,0,1,7,9,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,9,8,10,3,61,221,2,2,6,12,20,22,28,19,12,6,1,0,1,3,1,1,3,8,5,2,7,4,7,8,0,0,0,0,0,0,0,8,13,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,9,8,10,3,62,267,0,0,1,12,17,25,33,27,35,19,10,2,0,0,3,0,0,2,4,6,7,6,3,7,5,0,0,0,0,0,0,2,6,10,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,9,8,10,3,63,195,1,0,0,3,9,10,17,20,21,14,13,7,1,1,2,0,3,3,3,4,7,10,6,3,7,4,0,0,0,0,0,0,0,4,7,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,9,8,10,3,64,252,13,3,0,0,3,5,16,27,29,29,12,10,7,2,2,3,3,1,3,1,6,11,1,11,5,4,8,0,0,0,0,0,0,0,3,9,5,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,9,8,10,3,65,272,20,17,2,0,0,0,12,13,19,22,30,21,21,6,1,2,0,1,3,1,4,2,4,7,4,6,10,7,0,0,0,0,0,0,1,13,8,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,9,8,10,3,66,296,18,16,18,3,0,0,1,5,16,16,28,33,10,12,10,4,3,0,0,0,5,3,11,7,3,3,5,3,8,0,0,0,0,0,0,2,7,15,9,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,9,8,10,3,67,290,30,20,22,5,2,0,0,1,9,14,14,28,31,14,10,6,0,1,1,0,2,2,2,4,4,4,5,6,4,5,0,0,0,0,0,0,1,10,11,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,9,8,10,3,68,359,38,29,23,22,10,3,0,1,0,3,17,27,29,18,20,8,9,4,0,4,1,1,1,3,7,13,7,4,9,6,10,0,0,0,0,0,0,2,11,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,9,8,10,3,69,385,36,42,23,28,23,12,5,0,0,1,4,11,20,31,25,20,7,4,3,2,3,2,1,0,2,9,8,7,8,7,4,5,0,0,0,0,0,0,0,10,4,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,9,8,10,3,70,414,38,21,38,34,22,20,12,1,0,0,2,5,12,17,19,32,18,15,7,1,1,3,3,0,4,3,5,6,2,5,8,9,4,0,0,0,0,0,0,0,9,10,8,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,9,8,10,3,71,430,24,32,40,29,34,31,23,12,3,0,0,4,4,15,14,24,24,11,12,2,1,1,1,2,1,1,4,9,8,7,3,8,7,3,0,0,0,0,0,0,0,7,7,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,9,8,10,3,72,472,25,37,34,34,32,30,26,20,19,6,0,0,1,6,12,19,30,16,25,12,10,2,1,0,1,0,3,2,4,11,4,3,5,4,4,0,0,0,0,0,0,0,8,6,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
890,9,8,10,3,73,487,21,26,32,37,31,30,35,24,14,13,3,0,1,2,5,13,16,25,26,20,8,11,1,3,0,4,3,3,3,5,10,4,5,7,7,2,0,0,0,0,0,0,0,6,9,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,9,8,10,3,75,504,9,7,16,22,40,40,28,24,29,27,19,12,3,0,0,0,5,18,18,31,19,18,13,7,1,1,0,3,2,2,2,4,3,3,5,7,9,3,0,0,0,0,0,0,3,9,14,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
891,9,8,10,3,74,506,11,21,23,23,33,34,36,37,27,19,8,2,0,0,2,9,13,20,24,30,11,16,9,0,1,2,3,0,2,1,12,6,7,5,3,9,8,0,0,0,0,0,0,0,9,7,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
893,9,8,10,3,76,514,13,8,18,17,20,30,35,38,31,37,27,15,7,2,0,0,1,5,11,12,18,31,20,17,6,4,0,1,0,4,0,1,9,4,2,7,4,7,2,0,0,0,0,0,0,1,8,7,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,9,8,10,3,77,526,13,11,13,11,12,22,26,44,36,36,32,27,21,10,1,0,0,4,4,11,20,25,23,22,12,4,4,2,1,1,2,2,0,4,8,4,6,2,2,6,0,0,0,0,0,0,1,13,10,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,9,8,10,3,78,567,10,15,13,14,13,15,30,27,39,33,46,33,22,14,11,6,0,0,2,4,13,26,24,23,20,13,9,1,4,0,0,2,1,2,5,8,5,5,4,6,4,0,0,0,0,0,0,1,9,10,14,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,9,8,10,5,50,92,0,0,1,1,1,6,7,9,8,5,6,3,7,0,0,0,0,0,0,1,8,8,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,9,8,10,5,51,81,2,0,2,4,0,1,1,9,4,6,3,5,2,0,0,0,0,0,0,0,1,9,9,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,9,8,10,3,80,593,12,8,11,15,16,16,11,17,26,21,35,47,48,30,22,17,12,6,0,0,3,6,19,16,29,22,25,10,5,3,0,0,2,4,2,3,3,3,4,5,5,8,6,0,0,0,0,0,0,0,6,8,7,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,9,8,10,5,52,95,6,0,0,1,2,3,0,3,7,5,7,7,6,9,5,0,0,0,0,0,0,1,8,7,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,9,8,10,3,79,539,7,13,13,11,14,15,18,18,21,37,34,33,26,27,13,9,3,0,0,1,9,11,20,23,20,18,15,6,3,0,3,3,4,2,2,5,8,2,6,3,6,5,0,0,0,0,0,0,4,6,14,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898,9,8,10,3,81,580,12,21,15,11,10,12,6,13,17,14,29,36,34,42,39,30,20,7,1,0,0,3,18,14,12,17,20,20,7,9,0,2,0,2,0,1,3,5,3,5,9,4,5,4,0,0,0,0,0,0,1,9,17,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,9,8,10,5,53,103,10,6,1,2,1,2,1,0,4,9,5,5,4,7,7,2,0,0,0,0,0,0,1,6,11,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,9,8,10,3,82,617,13,20,13,14,10,16,14,12,10,17,25,31,30,34,41,37,17,13,15,2,0,0,0,14,20,18,31,30,19,7,6,1,0,1,4,0,1,2,4,5,3,5,7,4,4,0,0,0,0,0,0,1,11,10,8,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,9,8,10,5,54,122,14,13,8,2,4,0,1,2,3,2,3,5,7,9,3,4,6,0,0,0,0,0,0,1,6,12,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,9,8,10,5,55,154,32,19,14,4,3,1,1,3,1,0,2,5,6,4,4,3,4,1,0,0,0,0,0,0,1,5,12,14,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,9,8,10,5,56,188,30,21,19,15,9,1,0,2,2,1,2,2,8,8,4,9,5,7,5,0,0,0,0,0,0,4,12,5,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,9,8,10,5,57,173,13,21,23,16,14,5,0,0,2,1,2,1,2,7,10,7,4,5,8,3,0,0,0,0,0,0,0,1,10,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,9,8,10,5,58,236,19,21,31,22,19,14,4,3,3,0,2,3,1,5,7,8,6,4,9,9,1,0,0,0,0,0,0,0,10,7,9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,9,8,10,5,59,240,5,11,25,15,33,29,19,10,1,1,4,1,0,2,0,10,5,3,4,5,6,2,0,0,0,0,0,0,0,10,7,14,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,9,8,10,5,60,229,2,9,8,20,28,30,14,11,6,2,2,4,1,1,1,1,2,6,8,6,6,7,5,0,0,0,0,0,0,1,6,15,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,9,8,10,5,61,234,0,0,10,13,22,31,28,15,10,5,2,1,0,1,2,1,5,7,9,4,5,6,9,2,0,0,0,0,0,0,0,13,6,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,9,8,10,5,62,197,0,0,1,8,10,17,19,20,24,11,3,2,2,2,4,0,0,2,5,5,2,8,2,3,7,0,0,0,0,0,0,1,6,16,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,9,8,10,5,63,236,2,0,0,0,10,7,26,24,32,21,13,9,0,2,2,0,1,1,3,9,6,4,6,7,2,1,0,0,0,0,0,0,0,7,13,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,9,8,10,5,65,245,20,3,3,0,0,0,16,12,20,20,24,19,14,6,1,2,1,0,4,4,2,6,8,7,5,2,6,3,0,0,0,0,0,0,2,5,13,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,9,8,10,5,64,236,11,5,0,1,1,9,12,21,24,24,17,12,8,4,1,2,0,2,1,3,8,4,7,5,2,7,5,0,0,0,0,0,0,0,8,12,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,9,8,10,5,66,270,18,13,10,4,0,0,1,13,11,21,26,29,13,7,1,1,0,1,1,2,0,1,6,6,4,9,7,9,2,0,0,0,0,0,0,1,6,17,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,9,8,10,5,67,303,29,26,23,12,2,0,0,2,7,16,20,31,19,19,16,5,1,0,1,2,1,2,1,4,2,3,6,7,8,3,0,0,0,0,0,0,1,7,13,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,9,8,10,5,68,350,34,38,32,18,11,1,0,0,3,6,19,25,19,30,9,15,5,0,1,1,3,4,2,5,8,4,5,4,3,9,4,0,0,0,0,0,0,0,5,8,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,9,8,10,5,69,388,37,36,30,23,14,5,4,0,0,3,9,17,23,36,31,21,11,13,0,2,1,1,2,2,0,6,11,3,3,5,5,4,0,0,0,0,0,0,0,6,7,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,9,8,10,5,70,429,35,26,29,47,23,18,9,3,0,0,1,4,23,25,24,28,17,21,6,1,1,1,2,1,3,2,7,6,4,4,5,8,3,0,0,0,0,0,0,1,8,8,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,9,8,10,5,71,478,40,49,44,32,46,27,22,16,1,0,0,0,7,14,17,28,17,14,10,8,0,1,2,1,2,1,2,10,6,6,8,3,5,6,0,0,0,0,0,0,0,4,7,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,9,8,10,5,72,480,23,27,31,42,31,40,29,31,11,2,0,1,1,4,16,16,17,19,12,12,7,1,1,4,5,1,2,3,5,6,6,10,3,7,3,0,0,0,0,0,0,0,13,11,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,9,8,10,5,73,493,17,24,30,37,30,39,29,28,19,8,3,0,0,1,10,19,22,24,20,23,10,8,2,1,4,2,1,1,2,7,8,3,6,5,5,4,0,0,0,0,0,0,1,9,5,14,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,9,8,10,5,74,523,12,13,26,33,37,31,44,36,28,18,7,2,0,0,0,7,11,27,20,25,20,15,4,0,3,0,1,1,2,1,6,7,5,9,8,11,4,0,0,0,0,0,0,3,7,13,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
925,9,8,10,5,75,523,13,15,18,25,28,37,31,42,34,22,17,7,5,0,0,4,8,15,20,29,26,15,16,5,5,4,1,3,0,1,3,0,4,9,6,8,10,3,0,0,0,0,0,0,1,8,6,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,9,8,10,5,76,528,10,5,15,9,32,26,37,35,35,29,35,18,11,4,0,0,2,5,12,21,24,25,15,13,6,1,1,2,2,0,2,6,11,7,4,7,4,5,11,0,0,0,0,0,0,1,8,14,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
927,9,8,10,5,77,542,17,17,10,9,20,22,28,48,33,20,33,28,20,12,3,0,0,0,5,9,20,35,30,22,11,6,2,0,2,1,1,1,1,4,2,5,7,5,6,4,0,0,0,0,0,0,4,7,10,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,9,8,10,7,50,88,0,0,0,1,1,3,3,9,8,6,3,8,2,0,0,0,0,0,0,1,5,10,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,9,8,10,7,51,87,0,0,0,2,3,1,2,7,8,8,3,7,5,4,0,0,0,0,0,0,1,6,10,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,9,8,10,5,78,550,13,14,13,10,19,22,21,27,33,29,43,25,27,22,7,1,0,0,1,3,14,29,32,23,15,13,3,0,2,1,0,2,1,9,8,5,3,1,2,6,4,0,0,0,0,0,0,3,9,10,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,9,8,10,5,80,599,10,15,19,14,12,11,13,17,28,32,32,38,41,31,30,20,11,3,0,0,1,4,11,18,25,17,26,13,6,0,0,2,0,4,2,2,3,8,6,9,8,4,5,0,0,0,0,0,0,3,10,10,10,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
935,9,8,10,7,52,100,5,1,0,0,0,2,0,0,8,9,7,8,2,3,4,0,0,0,0,0,0,1,9,18,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,9,8,10,5,82,629,15,17,19,9,14,14,14,5,18,19,35,34,27,36,37,35,26,21,13,3,0,0,0,9,16,30,27,21,15,15,7,1,1,2,4,0,1,1,8,4,6,5,3,9,4,0,0,0,0,0,0,0,8,10,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,9,8,10,5,81,591,13,12,13,13,12,6,14,13,13,26,34,36,34,46,38,20,16,11,2,0,0,0,8,13,16,21,25,20,14,5,0,2,0,0,0,2,1,8,6,6,3,5,12,4,0,0,0,0,0,0,1,11,8,7,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
