Type,A,B,HP,Win
0,10,5,22,168
0,10,5,23,163
0,10,5,24,163
0,10,5,25,160
0,10,5,26,165
0,10,5,27,164
0,10,5,28,174
0,10,5,29,167
0,10,5,30,180
0,10,8,1,29
0,10,8,2,19
0,10,8,3,31
0,10,8,4,22
0,10,8,5,103
0,10,8,6,95
0,10,8,7,92
0,10,8,8,103
0,10,8,9,131
0,10,8,10,119
0,10,8,11,135
0,10,8,12,128
0,10,8,13,146
0,10,8,14,133
0,10,8,15,148
0,10,8,16,149
0,10,8,17,146
0,10,8,18,149
0,10,8,19,149
0,10,8,20,144
0,10,8,21,144
0,10,8,22,166
0,10,8,23,168
0,10,8,24,161
0,10,8,25,170
0,10,8,26,171
0,10,8,27,175
0,10,8,28,171
0,10,8,29,183
0,10,8,30,174
0,10,10,1,24
0,10,10,2,38
0,10,10,3,35
0,10,10,4,17
0,10,10,5,90
0,10,10,6,105
0,10,10,7,104
0,10,10,8,100
0,10,10,9,134
0,10,10,10,127
0,10,10,11,128
0,10,10,12,132
0,10,10,13,128
0,10,10,14,144
0,10,10,15,134
0,10,10,16,131
0,10,10,17,138
0,10,10,18,143
0,10,10,19,152
0,10,10,20,155
0,10,10,21,141
0,10,10,22,163
0,10,10,23,169
0,10,10,24,165
0,10,10,25,163
0,10,10,26,177
0,10,10,27,169
0,10,10,28,175
0,10,10,29,166
0,10,10,30,169
0,10,12,1,22
0,10,12,2,31
0,10,12,3,30
0,10,12,4,32
0,10,12,5,94
0,10,12,6,98
0,10,12,7,98
0,10,12,8,98
0,10,12,9,126
0,10,12,10,122
0,10,12,11,135
0,10,12,12,128
